product_name,product_url,image_url,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
DJI Osmo Action 5 Pro Adventure Combo,https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/dji-osmo-action-5-pro-adventure-combo.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/DJI_Osmo_Action_5_Pro_Adventure_Combo_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",629.0,0.0,0.0,0.0,DJI,Washing Machine,combo
Toshiba 597L Top Mount Freezer Fridge - White Glass (GR-RT835WE-PGX(B5)),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/toshiba-597l-top-mount-freezer-fridge-white-glass-gr-rt835we-pgx-b5.html,"https://hnsgsfp.imgix.net/4/images/detailed/147/Toshiba_597L_Top_Mount_Freezer_Fridge_-_White_Glass_(GR-RT835WE-PGX(B5))_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1493.0,1699.0,12.12,206.0,Toshiba,Refrigerator,fridge
Nsw The Legend of Zelda: Echoes of Wisdom Game (NTD-HAC-P-BDGEA-MSE),https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/games-en/nsw-the-legend-of-zelda-echoes-of-wisdom-game-ntd-hac-p-bdgea-mse.html,"https://hnsgsfp.imgix.net/4/images/detailed/147/Nsw_The_Legend_of_Zelda_Echoes_of_Wisdom_Game_(NTD-HAC-P-BDGEA-MSE).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",59.9,0.0,0.0,0.0,Nsw,Other,Other
Nsw Nintendo Switch Lite Hyrule Edition Console Switch (NTD-HDH-S-DAZAA-ASI),https://www.harveynorman.com.sg/computing/games-hub-en/gaming-consoles-en/nsw-nintendo-switch-lite-hyrule-edition-console-switch-ntd-hdh-s-dazaa-asi.html,"https://hnsgsfp.imgix.net/4/images/detailed/147/Nsw_Nintendo_Switch_Lite_Hyrule_Edition_Console_Switch_(NTD-HDH-S-DAZAA-ASI).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",269.0,0.0,0.0,0.0,Nsw,Gaming,console
Philips Shaver 5000X Series Wet & Dry Electric Shaver - Black Metallic/Aquamarine (X5006/00),https://www.harveynorman.com.sg/health-and-personal-care/personal-care/mens-shavers-clippers-and-trimmers/philips-shaver-5000x-series-wet-and-dry-electric-shaver-black-metallic-aquamarine-x5006-00.html,"https://hnsgsfp.imgix.net/4/images/detailed/147/Philips_Shaver_5000X_Series_Wet_&_Dry_Electric_Shaver_-_Black_MetallicAquamarine_(X500600)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",129.0,199.0,35.18,70.0,Philips,Other,Other
Belkin Connect 2M USB4 Cable 240W + 20Gbps - Black (INZ004bt2MBK),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-connect-2m-usb4-cable-240w-20gbps-black-inz004bt2mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Belkin_Connect_2M_USB4_Cable_240W___20Gbps_-_Black_(INZ004bt2MBK).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",43.0,59.0,27.12,16.0,Belkin,Accessories,cable
Belkin BoostCharge Pro200W 4-Port USB-C GaN Charger - White (WCH015myWH),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-boostcharge-pro200w-4-port-usb-c-gan-charger-white-wch015mywh.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Belkin_BoostCharge_Pro200W_4-Port_USB-C_GaN_Charger_-_White_WCH015myWH_01.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",189.0,219.0,13.7,30.0,Belkin,Accessories,charger
Ninja 4.7L 4-in-1 Air Fryer Pro - Black (AF141SM),https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/fryers/ninja-4.7l-4-in-1-air-fryer-pro-black-af141sm.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Slide1_2xs7-fy.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",148.0,169.0,12.43,21.0,Ninja,Kitchen Appliance,air fryer
Electrolux 8KG UltimateCare 500 Heat Pump Dryer -White (EDH803J5WC),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/electrolux-8kg-ultimatecare-500-heat-pump-dryer-white-edh803j5wc.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Electrolux_8KG_UltimateCare_500_Heat_Pump_Dryer_-White_(EDH803J5WC)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1318.0,1599.0,17.57,281.0,Electrolux,Washing Machine,dryer
Electrolux 8KG UltimateCare 500 Heat Pump Dryer - Dark Silver (EDH803J5SC),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/electrolux-8kg-ultimatecare-500-heat-pump-dryer-dark-silver-edh803j5sc.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Electrolux_8KG_UltimateCare_500_Heat_Pump_Dryer_-_Dark_Silver_(EDH803J5SC)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1479.0,1679.0,11.91,200.0,Electrolux,Washing Machine,dryer
Electrolux 9KG UltimateCare 700 Heat Pump Dryer  - White (EDH903R7WC),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/electrolux-9kg-ultimatecare-700-heat-pump-dryer-white-edh903r7wc.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Electrolux_9KG_UltimateCare_700_Heat_Pump_Dryer__-_White_(EDH903R7WC)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1695.0,1999.0,15.21,304.0,Electrolux,Washing Machine,dryer
Electrolux 9KG UltimateCare 700 Heat Pump Dryer - Dark Silver (EDH903R7SC),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/electrolux-9kg-ultimatecare-700-heat-pump-dryer-dark-silver-edh903r7sc.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Electrolux_9KG_UltimateCare_700_Heat_Pump_Dryer_-_Dark_Silver_(EDH903R7SC)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1770.0,2079.0,14.86,309.0,Electrolux,Washing Machine,dryer
Electrolux 60cm UltimateTaste 500 Built-In Single Oven with 72L Capacity - Black (KOIGH00KA2),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/ovens-en/electrolux-60cm-ultimatetaste-500-built-in-single-oven-with-72l-capacity-black-koigh00ka2.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Electrolux_60cm_UltimateTaste_500_Built-In_Single_Oven_with_72L_Capacity_-_Black_(KOIGH00KA2)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",694.0,999.0,30.53,305.0,Electrolux,Kitchen Appliance,oven
Panasonic 20L Solo Microwave Oven - White (NN-ST21QWYPQ),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/microwave-ovens-en/panasonic-20l-solo-microwave-oven-white-nn-st21qwypq.html,"https://hnsgsfp.imgix.net/4/images/detailed/147/Panasonic_20L_Solo_Microwave_Oven_-_White_(NN-ST21QWYPQ)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",119.0,149.0,20.13,30.0,Panasonic,Kitchen Appliance,microwave
Panasonic 20L Solo Microwave Oven - Black (NN-ST22QBYPQ),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/microwave-ovens-en/panasonic-20l-solo-microwave-oven-black-nn-st22qbypq.html,"https://hnsgsfp.imgix.net/4/images/detailed/147/Panasonic_20L_Solo_Microwave_Oven_-_Black_(NN-ST22QBYPQ)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",129.0,149.0,13.42,20.0,Panasonic,Kitchen Appliance,microwave
Ulanzi Extendable Handheld Tripod - Black (MT-08),https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/tripods-and-camera-mounts/ulanzi-extendable-handheld-tripod-black-mt-08.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Ulanzi_Extendable_Handheld_Tripod_-_Black_(MT-08).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",23.5,0.0,0.0,0.0,Ulanzi,Other,Other
JBL Live Buds 3 Wireless Earbuds - Black,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-live-buds-3-wireless-earbuds-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/JBL_Live_Buds_3_Wireless_Earbuds_-_Black_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,289.0,13.84,40.0,JBL,Audio,earbuds
JBL Live Buds 3 Wireless Earbuds - Blue,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-live-buds-3-wireless-earbuds-blue.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/JBL_Live_Buds_3_Wireless_Earbuds_-_Blue_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,289.0,13.84,40.0,JBL,Audio,earbuds
JBL Live Buds 3 Wireless Earbuds - Purple,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-live-buds-3-wireless-earbuds-purple.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/JBL_Live_Buds_3_Wireless_Earbuds_-_Purple_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,289.0,13.84,40.0,JBL,Audio,earbuds
JBL Live Buds 3 Wireless Earbuds - Silver,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-live-buds-3-wireless-earbuds-silver.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/JBL_Live_Buds_3_Wireless_Earbuds_-_Silver_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,289.0,13.84,40.0,JBL,Audio,earbuds
Harman Kardon Aura Studio 4 Bluetooth Speaker - Black Gold,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/harman-kardon-aura-studio-4-bluetooth-speaker-black-gold.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Harman_Kardon_Aura_Studio_4_Bluetooth_Speaker_-_Black_Gold_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",379.0,409.0,7.33,30.0,Harman,Audio,speaker
Harman Kardon Aura Studio 4 Bluetooth Speaker - White Grey,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/harman-kardon-aura-studio-4-bluetooth-speaker-white-grey.html,"https://hnsgsfp.imgix.net/4/images/detailed/146/Harman_Kardon_Aura_Studio_4_Bluetooth_Speaker_-_White_Grey_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",379.0,409.0,7.33,30.0,Harman,Audio,speaker
Mazer Fly-Mate Duo in-flight Wireless Adapter - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mazer-fly-mate-duo-in-flight-wireless-adapter-black-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/150/adapter12.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",49.0,89.0,44.94,40.0,Mazer,Accessories,adapter
Gopro Action Camera Hero13 Creator Edition - Black(CHDFB-131-AS),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/gopro-action-camera-hero13-creator-edition-black-chdfb-131-as.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_ufzt-kr.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",750.0,890.0,15.73,140.0,Gopro,Camera,camera
Gopro Action Camera Hero13 - Black (CHDHX-131-RW),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/gopro-action-camera-hero13-black-chdhx-131-rw.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_fxn9-7r.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",490.0,590.0,16.95,100.0,Gopro,Camera,camera
Gopro Action Camera Hero13 + Accessory Bundle - Black(CHDRB-131-RW),https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/gopro-action-camera-hero13-accessory-bundle-black-chdrb-131-rw.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_x8pr-zm.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",620.0,660.0,6.06,40.0,Gopro,Camera,camera
Gopro Accessory Dual Battery Charger - Black(AEDBD-201-AS),https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/gopro-accessory-dual-battery-charger-black-aedbd-201-as.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_q0co-44.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",108.0,120.0,10.0,12.0,Gopro,Camera,gopro
Gopro Accessory Enduro Battery Hero13 - Black(AEBAT-001),https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/gopro-accessory-enduro-battery-hero13-black-aebat-001.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_3chv-vv.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",40.5,45.0,10.0,4.5,Gopro,Camera,gopro
GoPro Acc Enduro Battery 2pack Aebat-201,https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/gopro-acc-enduro-battery-2pack-aebat-201.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_v0zl-wc.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",67.5,75.0,10.0,7.5,GoPro,Camera,gopro
GoPro Acessories Contacto - ADCON-001,https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/gopro-acessories-contacto-adcon-001.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_s556-rp.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",108.0,120.0,10.0,12.0,GoPro,Camera,gopro
GoPro Acc Ultra Wide Lens Mod Aewal-001,https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/gopro-acc-ultra-wide-lens-mod-aewal-001.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide2_7rx2-h8.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",67.5,150.0,55.0,82.5,GoPro,Camera,lens
GoPro Acc Latch Ball Joint Aemag-002,https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/gopro-acc-latch-ball-joint-aemag-002.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_1kgl-ef.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",60.0,0.0,0.0,0.0,GoPro,Camera,gopro
GoPro Acc Latch Mount Armag-001,https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/gopro-acc-latch-mount-armag-001.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_bph3-9z.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",35.0,0.0,0.0,0.0,GoPro,Camera,gopro
GoPro HERO Action Camera - Black (CHDHF-131-AS),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/gopro-hero-action-camera-black-chdhf-131-as.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_y7pd-nk.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",280.0,300.0,6.67,20.0,GoPro,Camera,camera
GoPro Floaty for HERO 4K Camera - Orange (AFFLT-002),https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/camera-bags-and-cases-en/gopro-floaty-for-hero-4k-camera-orange-afflt-002.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_u0xm-f9.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",35.0,0.0,0.0,0.0,GoPro,TV,4k
GoPro Protective Sleeve for HERO 4K Action Camera - Black (AFFRC-002),https://www.harveynorman.com.sg/smart-tech-and-phones/photography-accessories/action-cameras-accessories/camera-bags-and-cases-en/gopro-protective-sleeve-for-hero-4k-action-camera-black-affrc-002.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/GoPro_Protective_Sleeve_for_HERO_4K_Action_Camera_-_Black-AFFRC-002_01.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",30.0,0.0,0.0,0.0,GoPro,TV,4k
DJI Neo Drone - White,https://www.harveynorman.com.sg/smart-tech-and-phones/drones/drones-en/dji-neo-drone-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_1mag-4c.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,0.0,0.0,0.0,DJI,Other,Other
DJI Neo Fly More Combo,https://www.harveynorman.com.sg/smart-tech-and-phones/drones/drones-en/dji-neo-fly-more-combo.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/DJI_Neo_Fly_More_Combo.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",439.0,0.0,0.0,0.0,DJI,Washing Machine,combo
Bose QuietComfort Ultra Earbuds NC TWS In-Ear Headphones - Lunar Blue (882826-0060),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/in-ear-headphones-en/bose-quietcomfort-ultra-earbuds-nc-tws-in-ear-headphones-lunar-blue-882826-0060.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_t0uw-0m.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",289.0,379.0,23.75,90.0,Bose,Audio,earbuds
Bose QuietComfort Ultra Earbuds NC TWS In-Ear Headphones - Diamond 60Th Edition (882826-0070),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/in-ear-headphones-en/bose-quietcomfort-ultra-earbuds-nc-tws-in-ear-headphones-diamond-60th-edition-882826-0070.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_fdam-jm.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",289.0,379.0,23.75,90.0,Bose,Audio,earbuds
Bose QuietComfort Ultra Open True Wireless Earbuds - Moonstone Blue (881046-0030),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/bose-quietcomfort-ultra-open-true-wireless-earbuds-moonstone-blue-881046-0030.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_mydw-ju.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",273.0,379.0,27.97,106.0,Bose,Audio,earbuds
Bose QuietComfort Ultra Open Earbuds - Diamond 60th Edition (881046-0040),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/bose-quietcomfort-ultra-open-earbuds-diamond-60th-edition-881046-0040.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_fite-lt.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",273.0,379.0,27.97,106.0,Bose,Audio,earbuds
Bose QuietComfort Ultra Wireless Noise Canceling Over-Ear Headphones - Lunar Blue (880066-1200),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-ultra-wireless-noise-canceling-over-ear-headphones-lunar-blue-880066-1200.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_ykq4-oa.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",479.0,599.0,20.03,120.0,Bose,Smartphone,Other
Bose QuietComfort Ultra Headphones - Diamond 60th Edition (880066-1300),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-ultra-headphones-diamond-60th-edition-880066-1300.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_pkgd-po.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",469.0,599.0,21.7,130.0,Bose,Smartphone,Other
Bose QuietComfort Headphones - Sandstone (884367-1100),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-headphones-sandstone-884367-1100.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_ie3d-3k.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",379.0,499.0,24.05,120.0,Bose,Smartphone,Other
Bose QuietComfort Wireless Noise Cancelling Headphones - Blue Dusk (884367-1300),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-wireless-noise-cancelling-headphones-blue-dusk-884367-1300.html,"https://hnsgsfp.imgix.net/4/images/detailed/144/Slide1_wozy-dz.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",379.0,499.0,24.05,120.0,Bose,Smartphone,Other
Garmin Fenix E AMOLED 47mm Smartwatch - Slate Gray Steel with Black Silicone Band(03025-13),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/smart-watches-en/garmin-fenix-e-amoled-47mm-smartwatch-slate-gray-steel-with-black-silicone-band-03025-13.html,"https://hnsgsfp.imgix.net/4/images/detailed/143/Slide4_s538-wt.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1229.0,0.0,0.0,0.0,Garmin,Tablet,slate
"Garmin Fenix8 47mm Smartwatch-Sapphire, Carbon Gray DLC Titanium with Black/Pebble Gray Silicone Band(0290670)",https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/smart-watches-en/garmin-fenix8-47mm-smartwatch-sapphire-carbon-gray-dlc-titanium-with-black-pebble-gray-silicone-band-0290670.html,"https://hnsgsfp.imgix.net/4/images/detailed/143/Slide1_kg82-q5.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1679.0,0.0,0.0,0.0,Garmin,Wearable,smartwatch
"Garmin Fenix8 51mm Smartwatch-Sapphire, Carbon Gray DLC Titanium with Black/Pebble Gray Silicone Band(0290770)",https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/smart-watches-en/garmin-fenix8-51mm-smartwatch-sapphire-carbon-gray-dlc-titanium-with-black-pebble-gray-silicone-band-0290770.html,"https://hnsgsfp.imgix.net/4/images/detailed/143/Slide1_kamz-fg.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1839.0,0.0,0.0,0.0,Garmin,Wearable,smartwatch
"Garmin Fenix8 Amoled 43mm Smartwatch-Stainless, Whitestone(0290306)",https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/smart-watches-en/garmin-fenix8-amoled-43mm-smartwatch-stainless-whitestone-0290306.html,"https://hnsgsfp.imgix.net/4/images/detailed/143/Slide1_dzt0-h6.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1529.0,0.0,0.0,0.0,Garmin,Wearable,smartwatch
