product_name,product_url,image_url,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
Innergie S100DM 1M USBC-USBC 240W Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/innergie-s100dm-1m-usbc-usbc-240w-charging-cable-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Innergie_S100DM_1M_USBC-USBC_240W_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",24.9,0.0,0.0,0.0,Innergie,Accessories,cable
Innergie S180DM 1.8M USBC-USBC 240W Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/innergie-s180dm-1.8m-usbc-usbc-240w-charging-cable-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Innergie_S180DM_1.8M_USBC-USBC_240W_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",26.9,0.0,0.0,0.0,Innergie,Accessories,cable
Braun Series 9 PRO+ 9577CC Electric Shaver with 6-in-1 SmartCare Center and PowerCase - Silver,https://www.harveynorman.com.sg/health-and-personal-care/personal-care/mens-shavers-clippers-and-trimmers/braun-series-9-pro-9577cc-electric-shaver-with-6-in-1-smartcare-center-and-powercase-silver.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_sp90-3q.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",699.0,969.0,27.86,270.0,Braun,Other,Other
Braun MGK5411 Series 5 Multigroom All-in-One 9-in-1 Body Groomer  - Black,https://www.harveynorman.com.sg/health-and-personal-care/personal-care/mens-shavers-clippers-and-trimmers/braun-mgk5411-series-5-multigroom-all-in-one-9-in-1-body-groomer-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_bt08-e9.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",101.0,119.0,15.13,18.0,Braun,Desktop,all-in-one
Braun SES5620 Silk-Epil 5 Wet & Dry Electric Epilator - Flamingo Pink,https://www.harveynorman.com.sg/health-and-personal-care/personal-care/womens-shavers-and-epilators/braun-ses5620-silk-epil-5-wet-and-dry-electric-epilator-flamingo-pink.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Braun_SES5620_Silk-Epil_5_Wet_&_Dry_Electric_Epilator_-_Flamingo_Pink.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",99.0,199.0,50.25,100.0,Braun,Other,Other
Logitech Zone 300 Wireless Headset - Rose,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/logitech-zone-300-wireless-headset-rose.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_eoj6-ws.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",125.0,0.0,0.0,0.0,Logitech,Accessories,headset
Belkin WIA008BTBK BoostCharge Pro Qi2 15W Wireless Charging Stand/Pad - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-wia008btbk-boostcharge-pro-qi2-15w-wireless-charging-stand-pad-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_bh0f-pn.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",77.0,89.0,13.48,12.0,Belkin,Accessories,stand
Belkin WIA008BTWH BoostCharge Pro Qi2 15W Wireless Charging Stand/Pad - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-wia008btwh-boostcharge-pro-qi2-15w-wireless-charging-stand-pad-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_1xg9-e2.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",77.0,89.0,13.48,12.0,Belkin,Accessories,stand
Midea MEO-35CQA-GN 35L Electric Oven - Light Green,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/ovens-en-2/midea-meo-35cqa-gn-35l-electric-oven-light-green.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Midea_MEO-35CQA-GN_35L_Electric_Oven_-_Light_Green.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",89.0,119.0,25.21,30.0,Midea,Kitchen Appliance,oven
Midea MRD180B1ADRH 1.8L Rice Cooker - Gold Red,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/rice-cookers/midea-mrd180b1adrh-1.8l-rice-cooker-gold-red.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_ozpg-jp.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",69.0,99.0,30.3,30.0,Midea,Kitchen Appliance,rice cooker
Midea MRD180T2ADS 1.8L Rice Cooker - Silver,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/rice-cookers/midea-mrd180t2ads-1.8l-rice-cooker-silver.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_5enk-py.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",99.0,139.0,28.78,40.0,Midea,Kitchen Appliance,rice cooker
Midea MY-CS6037P 6L InnerChef Pressure Cooker - Black and Grey,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/cookers-en/midea-my-cs6037p-6l-innerchef-pressure-cooker-black-and-grey.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_9k9p-oc.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",89.0,109.0,18.35,20.0,Midea,Kitchen Appliance,pressure cooker
Midea MEC-1036W 1.8L Multi-Functional Cooker- White,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/cookers-en/midea-mec-1036w-1.8l-multi-functional-cooker-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_4dql-6k.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",69.0,0.0,0.0,0.0,Midea,Other,Other
Midea MEC-1040W 3.5L Multicooker - White,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/cookers-en/midea-mec-1040w-3.5l-multicooker-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_n2h5-as.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",69.0,0.0,0.0,0.0,Midea,Other,Other
Midea MIC220TPAGBH Induction Cookers - Blue,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/cooker-hobs-en/midea-mic220tpagbh-induction-cookers-blue.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_8wwz-md.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",79.0,99.0,20.2,20.0,Midea,Other,Other
Midea MIC220TPAGHH Induction Cookers - Gold,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/cooker-hobs-en/midea-mic220tpaghh-induction-cookers.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_9ejn-7z.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",79.0,99.0,20.2,20.0,Midea,Other,Other
Midea MVC-X10 Wet and Dry Floor Washer,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/midea-mvc-x10-wet-and-dry-floor-washer.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_8nef-2j.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",555.0,899.0,38.26,344.0,Midea,Washing Machine,washer
Midea MWD-20P Wet and Dry Deep Clean Vacuum Cleaner,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/midea-mwd-20p-wet-and-dry-deep-clean-vacuum-cleaner.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_rha6-d0.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,279.0,10.75,30.0,Midea,Small Appliance,vacuum
Midea MWD-40P Wet and Dry Deep Clean Vacuum Cleaner,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/midea-mwd-40p-wet-and-dry-deep-clean-vacuum-cleaner.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_lfzp-1e.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",299.0,509.0,41.26,210.0,Midea,Small Appliance,vacuum
Midea D15-25VI 15L Electric Water Heater  - White,https://www.harveynorman.com.sg/home-appliances/water-heaters-en-2/water-heaters-en-3/midea-d15-25vi-15l-electric-water-heater-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_2ep0-45.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",239.0,0.0,0.0,0.0,Midea,Small Appliance,heater
Midea D30-25VI 30L Electric Water Heater  - White,https://www.harveynorman.com.sg/home-appliances/water-heaters-en-2/water-heaters-en-3/midea-d30-25vi-30l-electric-water-heater-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_58bo-76.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",309.0,0.0,0.0,0.0,Midea,Small Appliance,heater
Midea MKE170M2ADKH 1.7L Kettle - Black,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/kettles/midea-mke170m2adkh-1.7l-kettle-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_9ak6-pq.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.0,49.0,20.41,10.0,Midea,Kitchen Appliance,kettle
Midea MKE170M2AMNH 1.7L Kettle - Copper,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/kettles/midea-mke170m2amnh-1.7l-kettle-copper.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_4ylp-qz.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",49.0,59.0,16.95,10.0,Midea,Kitchen Appliance,kettle
Midea MVC-V18P Cordless Vacuum Cleaner,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/midea-mvc-v18p-cordless-vacuum-cleaner.html,"https://hnsgsfp.imgix.net/4/images/detailed/134/Slide1_xz7h-ih.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",109.0,239.0,54.39,130.0,Midea,Small Appliance,vacuum
Midea MVC-V18PR Cordless Vacuum Cleaner,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/midea-mvc-v18pr-cordless-vacuum-cleaner.html,"https://hnsgsfp.imgix.net/4/images/detailed/134/Slide1_a16m-w8.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",161.0,269.0,40.15,108.0,Midea,Small Appliance,vacuum
Midea MFT060M0APBH 6Inch Air Circulation Desk Fan  - Blue,https://www.harveynorman.com.sg/home-appliances/fans/table-fans-en/midea-mft060m0apbh-6inch-air-circulation-desk-fan-blue.html,"https://hnsgsfp.imgix.net/4/images/detailed/134/Slide1_gqc9-zq.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.0,49.0,20.41,10.0,Midea,Small Appliance,fan
Midea MFS070R0APBH 7Inch Air Circulation Fan - Blue,https://www.harveynorman.com.sg/home-appliances/fans/stand-fans-en/midea-mfs070r0apbh-7inch-air-circulation-fan-blue.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_df0b-2z.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",89.0,109.0,18.35,20.0,Midea,Small Appliance,fan
Midea MFS180R0APWH DC Motor 18 Inch Rechargeable Fan - White,https://www.harveynorman.com.sg/home-appliances/fans/dc-motor-fans/midea-mfs180r0apwh-dc-motor-18-inch-rechargeable-fan-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_it9b-rf.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",132.0,159.0,16.98,27.0,Midea,Small Appliance,fan
Midea MAM060CPAPWH DC Motor Bladeless Fan with Air Purifier - White,https://www.harveynorman.com.sg/home-appliances/fans/dc-motor-fans/midea-mam060cpapwh-dc-motor-bladeless-fan-with-air-purifier-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_s4o7-o4.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",218.0,299.0,27.09,81.0,Midea,Small Appliance,fan
Midea MFS070M0APBH 7Inch Air Circulation Fan - Blue,https://www.harveynorman.com.sg/home-appliances/fans/stand-fans-en/midea-mfs070m0apbh-7inch-air-circulation-fan-blue.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_4d61-s2.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",69.0,89.0,22.47,20.0,Midea,Small Appliance,fan
Midea MFZ410R0APKH Tower Fan - Black,https://www.harveynorman.com.sg/home-appliances/fans/tower-fans-en/midea-mfz410r0apkh-tower-fan-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_rc6x-v1.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",99.0,139.0,28.78,40.0,Midea,Desktop,tower
Midea MEO-10BDW-BK 10L Electric Oven - Black,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/ovens-en-2/midea-meo-10bdw-bk-10l-electric-oven-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Midea_MEO-10BDW-BK_10L_Electric_Oven_-_Black_.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.0,0.0,0.0,0.0,Midea,Kitchen Appliance,oven
Midea MDDQ1-12DEN7 12L Dehumidifier - White,https://www.harveynorman.com.sg/home-appliances/air-conditioning-en/air-treatment/midea-mddq1-12den7-12l-dehumidifier-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_5lhc-ht.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",259.0,279.0,7.17,20.0,Midea,Small Appliance,dehumidifier
Midea MDDM-20DEN7 20L Dehumidifier - White,https://www.harveynorman.com.sg/home-appliances/air-conditioning-en/air-treatment/midea-mddm-20den7-20l-dehumidifier-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_dg6d-dp.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",359.0,0.0,0.0,0.0,Midea,Small Appliance,dehumidifier
Bose QuietComfort Wireless Over-Ear Active Noise Canceling Headphones - Moonstone Blue,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-wireless-over-ear-active-noise-canceling-headphones-moonstone-blue.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_iieq-iu.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",379.0,499.0,24.05,120.0,Bose,Smartphone,Other
Midea 21L Microwave Oven AM820C2RA,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/microwave-ovens-en/midea-21l-microwave-oven-am820c2ra.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_83wl-uj.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",117.0,139.0,15.83,22.0,Midea,Kitchen Appliance,microwave
Toshiba 20L Steam Oven MS3-STQ20SE(BK),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/ovens-en/toshiba-20l-steam-oven-ms3-stq20se-bk.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_xwuq-dm.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",429.0,599.0,28.38,170.0,Toshiba,Kitchen Appliance,oven
Toshiba 20L Steam Oven MS3-STQ20SE(WH),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/ovens-en/toshiba-20l-steam-oven-ms3-stq20se-wh.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_8mz3-cl.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",429.0,599.0,28.38,170.0,Toshiba,Kitchen Appliance,oven
Hitachi Washer 10KG - LTL-10MVW0T-GG,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washing-machines-en/hitachi-washer-10kg-ltl-10mvw0t-gg.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_gs0z-2b.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",729.0,0.0,0.0,0.0,Hitachi,Washing Machine,washer
Braun HT1010WH Breakfast Collection Toaster - White,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/toasters/braun-ht1010wh-breakfast-collection-toaster-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_ts48-na.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",35.1,39.0,10.0,3.8999999999999986,Braun,Kitchen Appliance,toaster
Shark HydroVac Wet & Dry Cordless Vacuum - WD210SM,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/stick-and-handheld-vacuum-cleaners/shark-hydrovac-wet-and-dry-cordless-vacuum-wd210sm.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_zn6i-sf.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",399.0,649.0,38.52,250.0,Shark,Small Appliance,vacuum
"AOC Agon PRO AG276QZD 27"" QHD OLED Gaming Monitor - Black",https://www.harveynorman.com.sg/computing/games-hub-en/gaming-monitors/aoc-agon-pro-ag276qzd-27-qhd-oled-gaming-monitor-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_0m65-2i.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1129.0,1599.0,29.39,470.0,AOC,TV,oled
"AOC Agon Pro AG456UCZD 44.5"" OLED Curved WQHD Gaming Monitor - Black",https://www.harveynorman.com.sg/computing/games-hub-en/gaming-monitors/aoc-agon-pro-ag456uczd-44.5-oled-curved-wqhd-gaming-monitor-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_di9j-i7.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1999.0,2599.0,23.09,600.0,AOC,TV,oled
AOC CU34G2XP 34inch 180HZ WQHD Curved Gaming Monitor - Black,https://www.harveynorman.com.sg/computing/games-hub-en/gaming-monitors/aoc-cu34g2xp-34inch-180hz-wqhd-curved-gaming-monitor-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_9ct6-h3.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",569.0,699.0,18.6,130.0,AOC,TV,curved
Philips 24E1N3300A 24inch IPS USB-C Full HD Monitor - Black,https://www.harveynorman.com.sg/computing/computers-en/monitors-en/philips-24e1n3300a-24inch-ips-usb-c-full-hd-monitor-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_9v7t-19.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",239.0,339.0,29.5,100.0,Philips,Monitor,monitor
Philips 243S9A 24inch IPS USB-C Full HD Monitor - Black,https://www.harveynorman.com.sg/computing/computers-en/monitors-en/philips-243s9a-24inch-ips-usb-c-full-hd-monitor-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_cvl3-hf.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",249.0,349.0,28.65,100.0,Philips,Monitor,monitor
Philips PSG8040/60 PerfectCare 8000 Series Steam Generator -  White/Gold,https://www.harveynorman.com.sg/home-appliances/garment-care-en/irons-en-2/philips-psg8040-65-perfectcare-8000-series-steam-generator-white-gold.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_odrm-k0.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",514.0,759.0,32.28,245.0,Philips,Other,Other
Philips 1000 Series 4.2L NA120/09 Airfryer,https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/fryers/philips-air-fryer-na120-09.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Philips_airfryer_Image.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",78.3,119.0,34.2,40.7,Philips,Other,Other
Sharp 4T-C75FJ1X 75inch 4K Frameless Google TV - Black,https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/sharp-4t-c75fj1x-75inch-4k-frameless-google-tv-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_ez3t-3j.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1399.0,1488.0,5.98,89.0,Sharp,TV,tv
Sharp 4T-C75FK1X 75inch 4K Frameless Google TV - Black,https://www.harveynorman.com.sg/home-appliances/tv-and-audio-en-3/tvs-en-4/tvs-en-5/sharp-4t-c75fk1x-75inch-4k-frameless-google-tv-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_g785-sw.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",2321.0,2468.0,5.96,147.0,Sharp,TV,tv
Sony Bravia 3 85-Inch class LED 4K HDR Google TV (2024) - K-85S30,https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/sony-4k-google-bravia-3-k-85s30.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_z8aa-8h.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",3799.0,5799.0,34.49,2000.0,Sony,TV,tv
Sony Bravia 3 75-Inch class LED 4K HDR Google TV (2024) - K-75S30,https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/sony-75-inch-4k-google-bravia-3-k-75s30.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_6btd-oy.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2499.0,3799.0,34.22,1300.0,Sony,TV,tv
Sony Bravia 3 65-Inch class LED 4K HDR Google TV (2024) - K-65S30,https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/sony-65-inch-4k-google-bravia-3-k-65s30.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_f21r-0j.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1799.0,2399.0,25.01,600.0,Sony,TV,tv
Sony Bravia 3 55-Inch class LED 4K HDR Google TV (2024) - K-55S30,https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/sony-55-inch-4k-google-bravia-3-k-55s30.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_878s-h0.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1499.0,1899.0,21.06,400.0,Sony,TV,tv
"Sony Bravia 7 85"" Mini LED 4K HDR Google AI TV - K-85XR70",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/bravia-7-85-class-mini-led-qled-4k-hdr-google-tv-2024-k-85xr70.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_p295-ce.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",6699.0,8699.0,22.99,2000.0,Sony,TV,tv
"Sony Bravia 7 75"" Mini LED 4K HDR Google AI TV - K-75XR70",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/bravia-7-75-class-mini-led-qled-4k-hdr-google-tv-2024-k-75xr70.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_p2ux-1k.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",5399.0,7199.0,25.0,1800.0,Sony,TV,tv
"Sony Bravia 7 65"" Mini LED 4K HDR Google AI TV - K-65XR70",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/sony-4k-google-bravia-7-k-65xr70.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_ahs5-82.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",3499.0,4999.0,30.01,1500.0,Sony,TV,tv
"Sony Bravia 8 65"" OLED 4K HDR Google AI TV - K-65XR80",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/bravia-8-65-class-oled-4k-hdr-google-tv-2024-sony-4k-google-bravia-8-k-65xr80.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_ds08-r5.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",4399.0,5999.0,26.67,1600.0,Sony,TV,tv
"Sony Bravia 8 55"" OLED 4K HDR Google AI TV - K-55XR80",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/bravia-8-55-class-oled-4k-hdr-google-tv-2024-sony-4k-google-bravia-8-k-55xr80.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_ewra-8k.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",3299.0,4099.0,19.52,800.0,Sony,TV,tv
"Sony Bravia 9 85"" Mini LED QLED 4K HDR Google AI TV  - K-85XR90",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/bravia-9-85-class-mini-led-qled-4k-hdr-google-tv-2024-sony-4k-google-bravia-9-k-85xr90.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_aat3-nn.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",9199.0,12999.0,29.23,3800.0,Sony,TV,tv
"Sony Bravia 9 75"" Mini LED QLED 4K HDR Google AI TV - K-75XR90",https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/bravia-9-75-class-mini-led-qled-4k-hdr-google-tv-2024-sony-4k-google-bravia-9-k-75xr90.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_zexd-cg.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",7799.0,9999.0,22.0,2200.0,Sony,TV,tv
"Sony Bravia Theater Quad with 16 Total Speakers, Dolby Atmos®/DTS:X® - HT-A9M2",https://www.harveynorman.com.sg/tv-and-audio/sound-systems/soundbars-en/bravia-theater-quad-with-16-total-speakers-dolby-atmos-dts-x-sony-bravia-theater-quad-ht-a9m2.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_w47g-hy.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2699.0,3799.0,28.95,1100.0,Sony,Speaker,Other
"Sony Bravia Theater Bar 9 with 13 speakers, Dolby Atmos®/DTS:X® - HT-A9000",https://www.harveynorman.com.sg/tv-and-audio/sound-systems/soundbars-en/bravia-theater-bar-9-with-13-speakers-dolby-atmos-dts-x-ht-a9000.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_4j9r-ui.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",2199.0,2799.0,21.44,600.0,Sony,Speaker,Other
Sony Bravia Theater Dolby Atmos Bar 8 - HT-A8000,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/soundbars-en/sony-bravia-theater-dolby-atmos-bar-8-ht-a8000.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Slide1_ruyt-un.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1599.0,2099.0,23.82,500.0,Sony,Other,Other
LG GT-F4604EP 449L 2-Door Fridge With Dispenser - Essence Matte Black,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/lg-gt-f4604ep-449l-2-door-fridge-with-dispenser-essence-matte-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_2d4k-0i.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1349.0,1819.0,25.84,470.0,LG,Refrigerator,fridge
LG GT-F3953EP 383L 2-Door Fridge - Essence Matte Black,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/lg-gt-f3953ep-383l-2-door-fridge-essence-matte-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/133/Slide1_xtd9-od.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1349.0,0.0,0.0,0.0,LG,Refrigerator,fridge
